Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
297,Ibrahima Niane,0.3,2024-2025,25,sn SEN,Angers,fr Ligue 1,24,943,10.5,8,16,1,0.3,0.1,0.4,0.2,0.1,0.1,0,FW
298,Orri Steinn Óskarsson,0.3,2024-2025,19,is ISL,Real Sociedad,es La Liga,23,944,10.5,9,14,2,0.3,0,0.3,0.3,0,0,0,FW
299,Marvin Pieringer,0.3,2024-2025,24,de GER,Heidenheim,de Bundesliga,31,2206,24.5,26,5,0,0.3,0.2,0.4,0.2,0.1,0.1,0,"FW,MF"
300,Fisayo Dele-Bashiru,0.3,2024-2025,23,ng NGA,Lazio,it Serie A,20,947,10.5,12,8,16,0.3,0.1,0.4,0.3,0,0,0,"MF,FW"
301,Mamadou Sylla,0.3,2024-2025,30,sn SEN,Valladolid,es La Liga,29,1583,17.6,17,12,6,0.3,0.1,0.3,0.1,0.2,0.2,0,"FW,MF"
302,Lamine Yamal,0.3,2024-2025,17,es ESP,Barcelona,es La Liga,35,2856,31.7,31,4,0,0.3,0.4,0.7,0.3,0,0,0,FW
303,Justin Njinmah,0.3,2024-2025,23,de GER,Werder Bremen,de Bundesliga,26,952,10.6,10,16,1,0.3,0.2,0.5,0.3,0,0,0,"FW,MF"
304,Malick Fofana,0.3,2024-2025,19,be BEL,Lyon,fr Ligue 1,29,1589,17.7,16,13,0,0.3,0.2,0.5,0.3,0,0,0,FW
305,Leandro Trossard,0.3,2024-2025,29,be BEL,Arsenal,eng Premier League,38,2546,28.3,28,10,0,0.3,0.2,0.5,0.3,0,0,0,FW
306,Rémy Labeau Lascary,0.3,2024-2025,21,gp GLP,Lens,fr Ligue 1,14,637,7.1,6,8,0,0.3,0.1,0.4,0.3,0,0,0,"FW,MF"
307,Keita Baldé,0.3,2024-2025,29,sn SEN,Monza,it Serie A,11,638,7.1,8,3,0,0.3,0,0.3,0.3,0,0,0,FW
308,Michael Gregoritsch,0.3,2024-2025,30,at AUT,Freiburg,de Bundesliga,20,639,7.1,5,15,8,0.3,0.1,0.4,0.3,0,0,0,FW
309,Rodrygo,0.3,2024-2025,23,br BRA,Real Madrid,es La Liga,30,1928,21.4,22,8,1,0.3,0.2,0.5,0.3,0,0,0,"FW,MF"
310,Eberechi Eze,0.3,2024-2025,26,eng ENG,Crystal Palace,eng Premier League,34,2588,28.8,31,3,0,0.3,0.3,0.6,0.2,0,0.1,0,"MF,FW"
311,Jens Odgaard,0.3,2024-2025,25,dk DEN,Bologna,it Serie A,29,1952,21.7,24,5,3,0.3,0,0.3,0.3,0,0,0,"MF,FW"
312,Moses Simon,0.3,2024-2025,29,ng NGA,Nantes,fr Ligue 1,32,2609,29,31,1,0,0.3,0.3,0.6,0.1,0.1,0.1,0,"FW,MF"
313,Mouctar Diakhaby,0.3,2024-2025,27,gn GUI,Valencia,es La Liga,13,653,7.3,7,6,5,0.3,0,0.3,0.3,0,0,0,DF
314,Mert Kömür,0.3,2024-2025,19,de GER,Augsburg,de Bundesliga,20,654,7.3,5,15,9,0.3,0.1,0.4,0.3,0,0,0,MF
315,Timothy Weah,0.3,2024-2025,24,us USA,Juventus,it Serie A,30,1638,18.2,18,12,2,0.3,0.1,0.4,0.3,0,0,0,"DF,FW"
316,Hwang Hee-chan,0.3,2024-2025,28,kr KOR,Wolves,eng Premier League,21,661,7.3,5,16,8,0.3,0,0.3,0.3,0,0,0,"MF,FW"
317,Georginio Rutter,0.3,2024-2025,22,fr FRA,Brighton,eng Premier League,28,1656,18.4,19,9,0,0.3,0.2,0.4,0.3,0,0,0,"MF,FW"
318,Alex Iwobi,0.3,2024-2025,28,ng NGA,Fulham,eng Premier League,38,2981,33.1,35,3,0,0.3,0.2,0.5,0.3,0,0,0,"FW,MF"
319,Leon Goretzka,0.3,2024-2025,29,de GER,Bayern Munich,de Bundesliga,26,1325,14.7,13,13,5,0.3,0.1,0.3,0.3,0,0,0,"MF,DF"
320,Jordan Ayew,0.3,2024-2025,32,gh GHA,2 Teams,eng Premier League,31,1659,18.4,19,12,6,0.3,0,0.3,0.2,0.1,0.1,0,"FW,MF"
321,Corentin Tolisso,0.3,2024-2025,29,fr FRA,Lyon,fr Ligue 1,32,2329,25.9,27,5,1,0.3,0.2,0.4,0.3,0,0,0,MF
322,Fer López,0.3,2024-2025,20,es ESP,Celta Vigo,es La Liga,17,671,7.5,7,10,3,0.3,0,0.3,0.3,0,0,0,"FW,MF"
323,Mattia Zaccagni,0.3,2024-2025,29,it ITA,Lazio,it Serie A,34,2686,29.8,33,1,0,0.3,0.2,0.5,0.2,0.1,0.1,0,FW
324,Abel Ruiz,0.3,2024-2025,24,es ESP,Girona,es La Liga,23,1346,15,17,6,4,0.3,0,0.3,0.2,0.1,0.1,0.1,FW
325,Williot Swedberg,0.3,2024-2025,20,se SWE,Celta Vigo,es La Liga,32,1348,15,15,17,1,0.3,0.3,0.6,0.3,0,0,0,"FW,MF"
326,Ramón Terrats,0.3,2024-2025,23,es ESP,2 Teams,es La Liga,26,1350,15,16,10,5,0.3,0.1,0.3,0.3,0,0,0,"MF,FW"
327,Ezequiel Ávila,0.3,2024-2025,30,ar ARG,Betis,es La Liga,19,677,7.5,6,13,5,0.3,0,0.3,0.3,0,0,0,FW
328,Ismaila Sarr,0.3,2024-2025,26,sn SEN,Crystal Palace,eng Premier League,38,2711,30.1,30,8,0,0.3,0.2,0.5,0.3,0,0,0,MF
329,Emile Smith Rowe,0.3,2024-2025,24,eng ENG,Fulham,eng Premier League,34,2043,22.7,25,9,0,0.3,0.1,0.4,0.3,0,0,0,MF
330,Iker Bravo,0.3,2024-2025,19,es ESP,Udinese,it Serie A,29,682,7.6,4,25,7,0.3,0.1,0.4,0.3,0,0,0,"FW,MF"
331,Giovanni Fabbian,0.3,2024-2025,21,it ITA,Bologna,it Serie A,30,1023,11.4,9,21,8,0.3,0.1,0.4,0.3,0,0,0,MF
332,Dejan Kulusevski,0.3,2024-2025,24,se SWE,Tottenham,eng Premier League,32,2389,26.5,27,5,0,0.3,0.2,0.4,0.3,0,0,0,"MF,FW"
333,Samuel Gigot,0.3,2024-2025,30,fr FRA,Lazio,it Serie A,15,683,7.6,7,8,18,0.3,0,0.3,0.3,0,0,0,DF
334,Diego López,0.3,2024-2025,22,es ESP,Valencia,es La Liga,38,2737,30.4,35,3,0,0.3,0.2,0.4,0.3,0,0,0,"MF,FW"
335,Dwight McNeil,0.3,2024-2025,24,eng ENG,Everton,eng Premier League,21,1371,15.2,15,6,0,0.3,0.4,0.7,0.3,0,0,0,"MF,FW"
336,Kenan Y?ld?z,0.3,2024-2025,19,tr TUR,Juventus,it Serie A,35,2402,26.7,28,7,1,0.3,0.1,0.4,0.3,0,0,0,"FW,MF"
337,Eddie Nketiah,0.3,2024-2025,25,eng ENG,2 Teams,eng Premier League,29,1034,11.5,9,20,4,0.3,0.1,0.3,0.3,0,0,0,FW
338,Jacopo Fazzini,0.3,2024-2025,21,it ITA,Empoli,it Serie A,20,1383,15.4,16,4,2,0.3,0.1,0.3,0.3,0,0,0,MF
339,Brahim Díaz,0.3,2024-2025,24,ma MAR,Real Madrid,es La Liga,31,1385,15.4,16,15,0,0.3,0.1,0.4,0.3,0,0,0,"FW,MF"
340,Przemys?aw Frankowski,0.3,2024-2025,29,pl POL,Lens,fr Ligue 1,18,1387,15.4,16,2,2,0.3,0.1,0.4,0.1,0.1,0.1,0,DF
341,Pablo Durán,0.3,2024-2025,23,es ESP,Celta Vigo,es La Liga,27,1394,15.5,15,12,10,0.3,0.3,0.5,0.3,0,0,0,"FW,MF"
342,Nicolò Zaniolo,0.3,2024-2025,25,it ITA,2 Teams,it Serie A,23,699,7.8,4,19,8,0.3,0.3,0.5,0.3,0,0,0,FW
343,Michael Keane,0.3,2024-2025,31,eng ENG,Everton,eng Premier League,14,1049,11.7,11,3,22,0.3,0,0.3,0.3,0,0,0,DF
344,Ernest Nuamah,0.3,2024-2025,20,gh GHA,Lyon,fr Ligue 1,23,1052,11.7,13,10,1,0.3,0.1,0.3,0.3,0,0,0,"FW,MF"
